company_name,bse_code,nse_code,industry,sector,sector_v1
CSL Finance,530067,CSLFINANCE,Finance,Non Banking Financial Company (NBFC),Finance
Timex Group,500414,,Consumer Durables,"Gems, Jewellery And Watches","Gems, Jewellery And Watches"
L&T Finance Ltd,533519,LTF,Finance,Non Banking Financial Company (NBFC),Finance
Divine Power,,DPEL,Industrial Products,Cables - Electricals,Cables - Electricals
RBL Bank,540065,RBLBANK,Banks,Private Sector Bank,Banks
Veefin Solutions,543931,,IT - Services,IT Enabled Services,IT Enabled Services
Mahindra Holiday,533088,MHRIL,Leisure Services,Hotels & Resorts,Hotels & Resorts
Shri Venkatesh,543373,,Agricultural Food & other Products,Edible Oil,Edible Oil
Mahindra Logis.,540768,MAHLOG,Transport Services,Logistics Solution Provider,Logistics Solution Provider
Ram Ratna Wires,522281,RAMRAT,Electrical Equipment,Other Electrical Equipment,Electrical Equipment
K.P. Energy,539686,KPEL,Power,Power Generation,Power
Quadrant Future,544336,QUADFUTURE,Industrial Products,Cables - Electricals,Cables - Electricals
Pansari Develop.,,PANSARI,Realty,"Residential, Commercial Projects",Realty
Manappuram Fin.,531213,MANAPPURAM,Finance,Non Banking Financial Company (NBFC),Finance
DDev Plastiks,543547,DDEVPLSTIK,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Mangal Electrica,544492,MEIL,Electrical Equipment,Other Electrical Equipment,Electrical Equipment
Gopal Snacks,544140,GOPAL,Food Products,Packaged Foods,Packaged Foods
Bank of Baroda,532134,BANKBARODA,Banks,Public Sector Bank,Banks
Goldiam Intl.,526729,GOLDIAM,Consumer Durables,"Gems, Jewellery And Watches","Gems, Jewellery And Watches"
International Ge,544311,IGIL,Commercial Services & Supplies,Diversified Commercial Services,Diversified Commercial Services
Arvind Ltd,500101,ARVIND,Textiles & Apparels,Garments & Apparels,Garments & Apparels
Guj.St.Petronet,532702,GSPL,Gas,Gas Transmission/Marketing,Gas
M & B Engineer.,544470,MBEL,Construction,Civil Construction,Construction
Sastasundar Ven.,533259,SASTASUNDR,Healthcare Services,Healthcare Service Provider,Healthcare Service Provider
Australian Prem,,APS,Electrical Equipment,Heavy Electrical Equipment,Electrical Equipment
Onward Technolog,517536,ONWARDTEC,IT - Services,IT Enabled Services,IT Enabled Services
Gretex Corporate,543324,GCSL,Capital Markets,Other Capital Market related Services,Capital Markets
Sky Gold & Diam.,541967,SKYGOLD,Consumer Durables,"Gems, Jewellery And Watches","Gems, Jewellery And Watches"
MAS FINANC SER,540749,MASFIN,Finance,Non Banking Financial Company (NBFC),Finance
Flair Writing,544030,FLAIR,Household Products,Stationary,Household Products
Ramco Inds.,532369,RAMCOIND,Other Construction Materials,Other Construction Materials,Other Construction Materials
Jupiter Wagons,533272,JWL,Industrial Manufacturing,Railway Wagons,Railways
SMS Pharma.,532815,SMSPHARMA,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Tejas Networks,540595,TEJASNET,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
Deccan Bearings,505703,,Industrial Manufacturing,Industrial Products,Industrial Products
Indef Manufactur,544364,BAJAJINDEF,Industrial Manufacturing,Industrial Products,Industrial Products
GeeCee Vent.,532764,GEECEE,Realty,"Residential, Commercial Projects",Realty
Bajaj Consumer,533229,BAJAJCON,Personal Products,Personal Care,Personal Products
Senco Gold,543936,SENCO,Consumer Durables,"Gems, Jewellery And Watches","Gems, Jewellery And Watches"
Panchmahal Steel,513511,,Industrial Products,Iron & Steel Products,Iron & Steel Products
Asian Hotels (N),500023,ASIANHOTNR,Leisure Services,Hotels & Resorts,Hotels & Resorts
Sonata Software,532221,SONATSOFTW,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
Genesys Intl.,506109,GENESYS,IT - Services,IT Enabled Services,IT Enabled Services
J.G.Chemicals,544138,JGCHEM,Chemicals & Petrochemicals,Commodity Chemicals,Commodity Chemicals
Gufic BioScience,509079,GUFICBIO,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Modi's Navnirman,543539,MODIS,Realty,"Residential, Commercial Projects",Realty
V-Guard Industri,532953,VGUARD,Consumer Durables,Household Appliances,Household Appliances
PDS,538730,PDSL,Textiles & Apparels,Trading - Textile Products,Trading - Textile Products
Fermenta Biotec.,506414,,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Swiggy,544285,SWIGGY,Retailing,E-Retail/ E-Commerce,E-Retail/ E-Commerce
Firstsour.Solu.,532809,FSL,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
Man Industries,513269,MANINDS,Industrial Products,Iron & Steel Products,Iron & Steel Products
Dollar Industrie,541403,DOLLAR,Textiles & Apparels,Garments & Apparels,Garments & Apparels
Bondada Engineer,543971,,Telecom - Services,Telecom - Infrastructure,Telecom - Services
Kilitch Drugs,524500,KILITCH,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
HPL Electric,540136,HPL,Industrial Manufacturing,Industrial Products,Industrial Products
Nitin Spinners,532698,NITINSPIN,Textiles & Apparels,Other Textile Products,Other Textile Products
Guj. Themis Bio.,506879,GUJTHEM,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Vidhi Specialty,531717,VIDHIING,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
JK Paper,532162,JKPAPER,"Paper, Forest & Jute Products",Paper & Paper Products,"Paper, Forest & Jute Products"
CMS Info Systems,543441,CMSINFO,Commercial Services & Supplies,Diversified Commercial Services,Diversified Commercial Services
TruAlt Bioenergy,544545,TRUALT,Agricultural Food & other Products,Other Agricultural Products,Other Agricultural Products
Eveready Inds.,531508,EVEREADY,Household Products,Household Products,Household Products
Shreeji Ship. Gl,544490,SHREEJISPG,Transport Services,Shipping,Shipping
OBSC Perfection,,OBSCP,Auto Components,Auto Components & Equipments,Auto Components & Equipments
SIS,540673,SIS,Other Consumer Services,Other Consumer Services,Other Consumer Services
Accent Microcell,,ACCENTMIC,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Krishival Foods,544416,KRISHIVAL,Food Products,Other Food Products,Other Food Products
EIH,500840,EIHOTEL,Leisure Services,Hotels & Resorts,Hotels & Resorts
BN Agrochem,526125,,Commercial Services & Supplies,Trading & Distributors,Trading & Distributors
ITC,500875,ITC,Diversified FMCG,Diversified FMCG,Diversified FMCG
Rail Vikas,542649,RVNL,Construction,Civil Construction,Railways
Exide Inds.,500086,EXIDEIND,Auto Components,Auto Components & Equipments,Auto Components & Equipments
KRBL,530813,KRBL,Agricultural Food & other Products,Other Agricultural Products,Other Agricultural Products
EIH Assoc.Hotels,523127,EIHAHOTELS,Leisure Services,Hotels & Resorts,Hotels & Resorts
Avadh Sugar,540649,AVADHSUGAR,Agricultural Food & other Products,Sugar,Sugar
Kinetic Engg.,500240,,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Orient Tech.,544235,ORIENTTECH,IT - Services,IT Enabled Services,IT Enabled Services
Railtel Corpn.,543265,RAILTEL,Telecom - Services,Other Telecom Services,Railways
Borana Weaves,544404,BORANA,Textiles & Apparels,Other Textile Products,Other Textile Products
Mishra Dhatu Nig,541195,MIDHANI,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense
Triven.Engg.Ind.,532356,TRIVENI,Agricultural Food & other Products,Sugar,Sugar
Go Digit General,544179,GODIGIT,Insurance,General Insurance,Insurance
EMS,543983,EMSLIMITED,Other Utilities,Waste Management,Other Utilities
MOIL,533286,MOIL,Minerals & Mining,Industrial Minerals,Minerals & Mining
IIFL Capital,542773,IIFLCAPS,Capital Markets,Stockbroking & Allied,Stockbroking & Allied
Kalpat.,544423,KALPATARU,Realty,"Residential, Commercial Projects",Realty
Rishabh Instrum.,543977,RISHABH,Electrical Equipment,Other Electrical Equipment,Electrical Equipment
Saregama India,532163,SAREGAMA,Entertainment,Media & Entertainment,Entertainment
Baazar Style,544243,STYLEBAAZA,Retailing,Speciality Retail,Speciality Retail
Shriram AMC,531359,,Capital Markets,Asset Management Company,Capital Markets
NINtec Systems,539843,NINSYS,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
NTPC,532555,NTPC,Power,Power Generation,Power
Skipper,538562,SKIPPER,Electrical Equipment,Heavy Electrical Equipment,Electrical Equipment
5paisa Capital,540776,5PAISA,Capital Markets,Stockbroking & Allied,Stockbroking & Allied
BGR Energy Sys.,532930,BGRENERGY,Construction,Civil Construction,Construction
Rashi Peripheral,544119,RPTECH,IT - Hardware,Computers Hardware & Equipments,IT - Hardware
KIOCL,540680,KIOCL,Ferrous Metals,Sponge Iron,Ferrous Metals
Sh.Pushkar Chem.,539334,SHREEPUSHK,Chemicals & Petrochemicals,Dyes And Pigments,Dyes And Pigments
Afcons Infrastr.,544280,AFCONS,Construction,Civil Construction,Construction
Sudarshan Colorants,506390,SUDARCOLOR,Chemicals & Petrochemicals,Dyes And Pigments,Dyes And Pigments
GNA Axles,540124,GNA,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Tata Motors PVeh,500570,TMPV,Automobiles,Passenger Cars & Utility Vehicles,Automobiles
Deep Industries,543288,DEEPINDS,Oil,Oil Equipment & Services,Oil
Vilas Transcore,,VILAS,Industrial Products,Other Industrial Products,Other Industrial Products
Mahindra Life.,532313,MAHLIFE,Realty,"Residential, Commercial Projects",Realty
Tata Power Co.,500400,TATAPOWER,Power,Integrated Power Utilities,Power
L T Foods,532783,LTFOODS,Agricultural Food & other Products,Other Agricultural Products,Other Agricultural Products
Aditya Birla Cap,540691,ABCAPITAL,Finance,Investment Company,Finance
Savita Oil Tech,524667,SOTL,Petroleum Products,Lubricants,Petroleum Products
Shoppers Stop,532638,SHOPERSTOP,Retailing,Diversified Retail,Diversified Retail
V I P Inds.,507880,VIPIND,Consumer Durables,Plastic Products - Consumer,Plastic Products - Consumer
KSH Internationa,544664,KSHINTL,Industrial Products,Cables - Electricals,Cables - Electricals
B P C L,500547,BPCL,Petroleum Products,Refineries & Marketing,Petroleum Products
Bajaj Healthcare,539872,BAJAJHCARE,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
SG Mart,512329,SGMART,Metals & Minerals Trading,Trading - Metals,Metals & Minerals Trading
Landmark Cars,543714,LANDMARK,Automobiles,Auto Dealer,Automobiles
ION Exchange,500214,IONEXCHANG,Other Utilities,Water Supply & Management,Other Utilities
Nuvoco Vistas,543334,NUVOCO,Cement & Cement Products,Cement & Cement Products,Cement & Cement Products
Innovana Think.,544302,INNOVANA,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
Tata Capital,544574,TATACAP,Finance,Non Banking Financial Company (NBFC),Finance
Apcotex Industri,523694,APCOTEXIND,Industrial Products,Rubber,Rubber
Aarti Industries,524208,AARTIIND,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Royal Orch.Hotel,532699,ROHLTD,Leisure Services,Hotels & Resorts,Hotels & Resorts
Jash Engineering,544402,JASH,Industrial Manufacturing,Industrial Products,Industrial Products
Kolte Patil Dev.,532924,KOLTEPATIL,Realty,"Residential, Commercial Projects",Realty
TajGVK Hotels,532390,TAJGVK,Leisure Services,Hotels & Resorts,Hotels & Resorts
R Systems Intl.,532735,RSYSTEMS,IT - Services,IT Enabled Services,IT Enabled Services
Sathlokhar Sys.,,SSEGL,Construction,Civil Construction,Construction
Vinsys IT Serv.,,VINSYS,Other Consumer Services,Education,Other Consumer Services
Relaxo Footwear,530517,RELAXO,Consumer Durables,Footwear,Footwear
Power Fin.Corpn.,532810,PFC,Finance,Financial Institution,Finance
Faze Three,530079,FAZE3Q,Textiles & Apparels,Other Textile Products,Other Textile Products
Virtuoso Optoel.,543597,,Consumer Durables,Diversified consumer products,Diversified consumer products
Cyient DLM,543933,CYIENTDLM,Industrial Manufacturing,Industrial Products,Industrial Products
M & M Fin. Serv.,532720,M&MFIN,Finance,Non Banking Financial Company (NBFC),Finance
Anand Rayons,542721,,Textiles & Apparels,Trading - Textile Products,Trading - Textile Products
Indrapr.Medical,532150,INDRAMEDCO,Healthcare Services,Hospital,Hospital
REC Ltd,532955,RECLTD,Finance,Financial Institution,Finance
Saatvik Green,544526,SAATVIKGL,Electrical Equipment,Other Electrical Equipment,Electrical Equipment
Panacea Biotec,531349,PANACEABIO,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Unified Data,544406,,IT - Services,IT Enabled Services,IT Enabled Services
Sacheerome,,SACHEEROME,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Biocon,532523,BIOCON,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Kalyan Jewellers,543278,KALYANKJIL,Consumer Durables,"Gems, Jewellery And Watches","Gems, Jewellery And Watches"
CWD,543378,,Consumer Durables,Consumer Electronics,Consumer Electronics
Crest Ventures,511413,CREST,Finance,Non Banking Financial Company (NBFC),Finance
Ashika Credit,543766,,Finance,Non Banking Financial Company (NBFC),Finance
Kaya Ltd,539276,KAYA,Leisure Services,Wellness,Wellness
FDC,531599,FDC,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Raymond,500330,RAYMOND,Realty,"Residential, Commercial Projects",Realty
Sunteck Realty,512179,SUNTECK,Realty,"Residential, Commercial Projects",Realty
Igarashi Motors,517380,IGARASHI,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Aarti Drugs,524348,AARTIDRUGS,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
I G Petrochems,500199,IGPL,Chemicals & Petrochemicals,Commodity Chemicals,Commodity Chemicals
NIIT Learning,543952,NIITMTS,Other Consumer Services,Education,Other Consumer Services
General Insuranc,540755,GICRE,Insurance,General Insurance,Insurance
Natl. Aluminium,532234,NATIONALUM,Non - Ferrous Metals,Aluminium,Non - Ferrous Metals
WPIL,505872,,Industrial Manufacturing,Industrial Products,Industrial Products
Unichem Labs.,506690,UNICHEMLAB,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Harsha Engg Intl,543600,HARSHA,Industrial Products,Other Industrial Products,Other Industrial Products
D-Link India,533146,DLINKINDIA,IT - Hardware,Computers Hardware & Equipments,IT - Hardware
BF Investment,533303,BFINVEST,Finance,Holding Company,Finance
Indian Hume Pipe,504741,INDIANHUME,Industrial Manufacturing,Industrial Products,Industrial Products
Jana Small Finan,544118,JSFB,Banks,Other Bank,Banks
Elecon Engg.Co,505700,ELECON,Electrical Equipment,Heavy Electrical Equipment,Electrical Equipment
Amagi Media Labs,544679,AMAGI,IT - Services,IT Enabled Services,IT Enabled Services
SG Finserve,539199,SGFIN,Finance,Non Banking Financial Company (NBFC),Finance
Jain Resource,544537,JAINREC,Diversified Metals,Diversified Metals,Diversified Metals
M M Forgings,522241,MMFL,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Go Fashion (I),543401,GOCOLORS,Retailing,Speciality Retail,Speciality Retail
Balu Forge,531112,BALUFORGE,Industrial Products,Castings & Forgings,Castings & Forgings
Max Estates,544008,MAXESTATES,Realty,"Residential, Commercial Projects",Realty
Cohance Life,543064,COHANCE,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Mamata Machinery,544318,MAMATA,Industrial Manufacturing,Industrial Products,Industrial Products
Somany Ceramics,531548,SOMANYCERA,Consumer Durables,Ceramics,Ceramics
Optiemus Infra.,530135,OPTIEMUS,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
Jindal Poly Film,500227,JINDALPOLY,Industrial Products,Packaging,Packaging
Repro India,532687,REPRO,Printing & Publication,Printing & Publication,Printing & Publication
Guj Apollo Inds,522217,GUJAPOLLO,Industrial Manufacturing,Industrial Products,Industrial Products
KP Green Engg.,544150,,Electrical Equipment,Heavy Electrical Equipment,Electrical Equipment
Delhivery,543529,DELHIVERY,Transport Services,Logistics Solution Provider,Logistics Solution Provider
Sakar Healthcare,,SAKAR,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Tilaknagar Inds.,507205,TI,Beverages,Breweries & Distilleries,Beverages
Atul Auto,531795,ATULAUTO,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,"Agricultural, Commercial & Construction Vehicles"
TVS Elec.,532513,TVSELECT,IT - Hardware,Computers Hardware & Equipments,IT - Hardware
West Coast Paper,500444,WSTCSTPAPR,"Paper, Forest & Jute Products",Paper & Paper Products,"Paper, Forest & Jute Products"
Concord Enviro,544315,CEWATER,Other Utilities,Waste Management,Other Utilities
Chemfab Alka.,541269,CHEMFAB,Chemicals & Petrochemicals,Commodity Chemicals,Commodity Chemicals
Latent View,543398,LATENTVIEW,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
Bajaj Electrical,500031,BAJAJELEC,Consumer Durables,Household Appliances,Household Appliances
FlySBS Aviation,,FLYSBS,Transport Services,Airline,Airline
HLE Glascoat,522215,HLEGLAS,Industrial Manufacturing,Industrial Products,Industrial Products
Yash Highvoltage,544310,,Electrical Equipment,Other Electrical Equipment,Electrical Equipment
Cupid,530843,CUPID,Personal Products,Personal Care,Personal Products
Dolphin Offshore,522261,DOLPHIN,Oil,Offshore Support Solution Drilling,Oil
Heritage Foods,519552,HERITGFOOD,Food Products,Dairy Products,Dairy Products
Repco Home Fin,535322,REPCOHOME,Finance,Housing Finance Company,Finance
TCC Concept,512038,,Commercial Services & Supplies,Trading & Distributors,Trading & Distributors
Oswal Pumps,544418,OSWALPUMPS,Industrial Products,"Compressors, Pumps & Diesel Engines","Compressors, Pumps & Diesel Engines"
Tsf Investments,,TSFINV,Finance,Investment Company,Finance
Ultramarine Pig.,506685,,Chemicals & Petrochemicals,Dyes And Pigments,Dyes And Pigments
Ideaforge Tech,543932,IDEAFORGE,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense
Vardhman Textile,502986,VTL,Textiles & Apparels,Other Textile Products,Other Textile Products
Gujarat Gas,539336,GUJGASLTD,Gas,LPG/CNG/PNG/LNG Supplier,Gas
Hinduja Global,532859,HGS,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
Birlasoft Ltd,532400,BSOFT,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
Automotive Stamp,520119,ASAL,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Happiest Minds,543227,HAPPSTMNDS,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
Hind.Composites,509635,HINDCOMPOS,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Hariom Pipe,543517,HARIOMPIPE,Industrial Products,Iron & Steel Products,Iron & Steel Products
Leela Palaces Hotels,544408,THELEELA,Leisure Services,Hotels & Resorts,Hotels & Resorts
M B Agro Prod.,,MBAPL,Fertilizers & Agrochemicals,Fertilizers,Fertilizers
Ramco Systems,532370,RAMCOSYS,IT - Software,Software Products,Software Products
AB Cotspin,544522,ABCOTS,Textiles & Apparels,Other Textile Products,Other Textile Products
Usha Martin,517146,USHAMART,Industrial Products,Iron & Steel Products,Iron & Steel Products
Swan Corp,503310,SWANCORP,Chemicals & Petrochemicals,Petrochemicals,Petrochemicals
KPI Green Energy,542323,KPIGREEN,Power,Power Generation,Power
C2C Advanced,,C2C,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense
Kapston Services,,KAPSTON,Commercial Services & Supplies,Diversified Commercial Services,Diversified Commercial Services
Bharat Electron,500049,BEL,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense
CIE Automotive,532756,CIEINDIA,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Bright Outdoor,543831,,Media,Advertising & Media Agencies,Media
Beekay Steel Ind,539018,,Industrial Products,Iron & Steel Products,Iron & Steel Products
AWFIS Space,544181,AWFIS,Commercial Services & Supplies,Diversified Commercial Services,Diversified Commercial Services
Raymond Realty,544420,RAYMONDREL,Realty,"Residential, Commercial Projects",Realty
Balrampur Chini,500038,BALRAMCHIN,Agricultural Food & other Products,Sugar,Sugar
Indus Towers,534816,INDUSTOWER,Telecom - Services,Telecom - Infrastructure,Telecom - Services
STEL Holdings,533316,STEL,Finance,Investment Company,Finance
Uniparts India,543689,UNIPARTS,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Poonawalla Fin,524000,POONAWALLA,Finance,Non Banking Financial Company (NBFC),Finance
Shivalik Bimetal,513097,SBCL,Industrial Products,Iron & Steel Products,Iron & Steel Products
H P C L,500104,HINDPETRO,Petroleum Products,Refineries & Marketing,Petroleum Products
Suprajit Engg.,532509,SUPRAJIT,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Coal India,533278,COALINDIA,Consumable Fuels,Coal,Consumable Fuels
Zydus Wellness,531335,ZYDUSWELL,Food Products,Packaged Foods,Packaged Foods
RHI Magnesita,534076,RHIM,Industrial Products,Electrodes & Refractories,Electrodes & Refractories
Sumitomo Chemi.,542920,SUMICHEM,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Pesticides & Agrochemicals
N R Agarwal Inds,516082,NRAIL,"Paper, Forest & Jute Products",Paper & Paper Products,"Paper, Forest & Jute Products"
Medi Assist Ser.,544088,MEDIASSIST,Insurance,Insurance Distributors,Insurance
Axtel Industries,523850,,Industrial Manufacturing,Industrial Products,Industrial Products
Everest Inds.,508906,EVERESTIND,Other Construction Materials,Other Construction Materials,Other Construction Materials
Federal-Mogul Go,505744,FMGOETZE,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Sangam India,514234,SANGAMIND,Textiles & Apparels,Other Textile Products,Other Textile Products
Kotak Mah. Bank,500247,KOTAKBANK,Banks,Private Sector Bank,Banks
Shree Ganesh Rem,540737,,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Lenskart Solut.,544600,LENSKART,Retailing,Speciality Retail,Speciality Retail
Akums Drugs,544222,AKUMS,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Elgi Equipments,522074,ELGIEQUIP,Industrial Products,"Compressors, Pumps & Diesel Engines","Compressors, Pumps & Diesel Engines"
Star Health Insu,543412,STARHEALTH,Insurance,General Insurance,Insurance
Arrow Greentech,516064,ARROWGREEN,Industrial Products,Packaging,Packaging
ASK Automotive,544022,ASKAUTOLTD,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Magadh Sugar,540650,MAGADSUGAR,Agricultural Food & other Products,Sugar,Sugar
Wim Plast,526586,,Consumer Durables,Plastic Products - Consumer,Plastic Products - Consumer
Sanathan Textile,544314,SANATHAN,Textiles & Apparels,Other Textile Products,Other Textile Products
India Cements,530005,INDIACEM,Cement & Cement Products,Cement & Cement Products,Cement & Cement Products
Blue Jet Health,544009,BLUEJET,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Forbes & Co,502865,,Consumer Durables,Household Appliances,Household Appliances
Indosolar,533257,WAAREEINDO,Electrical Equipment,Heavy Electrical Equipment,Electrical Equipment
Chambal Fert.,500085,CHAMBLFERT,Fertilizers & Agrochemicals,Fertilizers,Fertilizers
Oil India,533106,OIL,Oil,Oil Exploration & Production,Oil
Arvind Fashions.,542484,ARVINDFASN,Retailing,Speciality Retail,Speciality Retail
Smartworks Cowor,544447,SMARTWORKS,Commercial Services & Supplies,Diversified Commercial Services,Diversified Commercial Services
OSEL Devices,,OSELDEVICE,Healthcare Equipment & Supplies,Medical Equipment & Supplies,Healthcare Equipment & Supplies
Thyrocare Tech.,539871,THYROCARE,Healthcare Services,Healthcare Service Provider,Healthcare Service Provider
Bajaj Steel Inds,507944,,Industrial Manufacturing,Industrial Products,Industrial Products
SRM Contractors,544158,SRM,Construction,Civil Construction,Construction
Enkei Wheels,533477,,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Century Enka,500280,CENTENKA,Textiles & Apparels,Other Textile Products,Other Textile Products
Himadri Special,500184,HSCL,Chemicals & Petrochemicals,Carbon Black,Carbon Black
Allied Blenders,544203,ABDL,Beverages,Breweries & Distilleries,Beverages
Tata Motors,544569,TMCV,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,"Agricultural, Commercial & Construction Vehicles"
Hindustan Foods,519126,HNDFDS,Diversified FMCG,Diversified FMCG,Diversified FMCG
Shanthi Gears,522034,SHANTIGEAR,Industrial Manufacturing,Industrial Products,Industrial Products
Sr.Rayala.Hypo,532842,SRHHYPOLTD,Chemicals & Petrochemicals,Commodity Chemicals,Commodity Chemicals
Kirl. Ferrous,500245,KIRLFER,Ferrous Metals,Pig Iron,Ferrous Metals
Uflex,500148,UFLEX,Industrial Products,Packaging,Packaging
Eco Recyc.,530643,,Other Utilities,Waste Management,Other Utilities
Lincoln Pharma.,531633,LINCOLN,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Gujarat Alkalies,530001,GUJALKALI,Chemicals & Petrochemicals,Commodity Chemicals,Commodity Chemicals
Rajratan Global,517522,RAJRATAN,Auto Components,Auto Components & Equipments,Auto Components & Equipments
MSTC,542597,MSTCLTD,Commercial Services & Supplies,Trading & Distributors,Trading & Distributors
Sona BLW Precis.,543300,SONACOMS,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Bluestone Jewel,544484,BLUESTONE,Consumer Durables,"Gems, Jewellery And Watches","Gems, Jewellery And Watches"
Kewal Kir.Cloth.,532732,KKCL,Textiles & Apparels,Garments & Apparels,Garments & Apparels
Kiri Industries,532967,KIRIINDUS,Chemicals & Petrochemicals,Dyes And Pigments,Dyes And Pigments
Dr Agarwal's Hea,544350,AGARWALEYE,Healthcare Services,Hospital,Hospital
Transrail Light,544317,TRANSRAILL,Electrical Equipment,Heavy Electrical Equipment,Electrical Equipment
Le Merite Export,,LEMERITE,Textiles & Apparels,Other Textile Products,Other Textile Products
Sirca Paints,543686,SIRCA,Consumer Durables,Paints,Paints
Vesuvius India,520113,VESUVIUS,Industrial Products,Electrodes & Refractories,Electrodes & Refractories
Prevest Denpro,543363,,Healthcare Equipment & Supplies,Medical Equipment & Supplies,Healthcare Equipment & Supplies
Triveni Turbine,533655,TRITURBINE,Electrical Equipment,Heavy Electrical Equipment,Electrical Equipment
G N F C,500670,GNFC,Chemicals & Petrochemicals,Commodity Chemicals,Commodity Chemicals
Sarda Energy,504614,SARDAEN,Ferrous Metals,Iron & Steel,Ferrous Metals
Dilip Buildcon,540047,DBL,Construction,Civil Construction,Construction
Welspun Enterp,532553,WELENT,Construction,Civil Construction,Construction
Aadhar Hsg. Fin.,544176,AADHARHFC,Finance,Housing Finance Company,Finance
Prem. Explosives,526247,PREMEXPLN,Chemicals & Petrochemicals,Explosives,Explosives
Aryaman Capital,538716,,Finance,Investment Company,Finance
Varun Beverages,540180,VBL,Beverages,Other Beverages,Beverages
Indegene,544172,INDGN,Healthcare Services,"Healthcare Research, Analytics & Technology","Healthcare Research, Analytics & Technology"
Keystone Realtor,543669,RUSTOMJEE,Realty,"Residential, Commercial Projects",Realty
JSW Energy,533148,JSWENERGY,Power,Power Generation,Power
Black Box,500463,BBOX,IT - Services,IT Enabled Services,IT Enabled Services
Container Corpn.,531344,CONCOR,Transport Services,Logistics Solution Provider,Railways
Tanla Platforms,532790,TANLA,IT - Software,Software Products,Software Products
Aditya Vision,540205,AVL,Retailing,Speciality Retail,Speciality Retail
